MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8401201030,HSC,593625104, , , , ,HAVANA HISTORICAL SOCIETY,HAVANA HISTORICAL SOCIETY, , ,1114 S MAGNOLIA DR,QUINCY,FL,32351,32351, , , , , , , , , , , , , , , , , , , , , ,-84.58975,30.59713,3,5,3,12,039,1114 S MAGNOLIA DR,QUINCY,FL,32351,32351,0,1,0,0,0,0,0,0, 
8401201031,HSC,593632553, ,A80, ,712120,VILLAGE LANDING,VILLAGE LANDING INC, , ,40 SNARESBROOK COURT,ORMOND BEACH,FL,32174-4837,32174, , , , , , , ,VILLAGE LANDING INC,201312,0,0,0,40 SNARESBROOK CT,ORMOND BEACH,FL,32174-4837,200408, , , , ,-81.12753,29.26178,3,5,1,12,127,40 SNARESBROOK CT,ORMOND BEACH,FL,32174-4837,32174,1,1,0,0,0,0,0,0, 
8401201032,HSC,593638371, ,A80, ,813219,CRYSTAL RIVER STATE PARKS,FRIENDS OF THE CRYSTAL RIVER STATE PARKS INC, , ,3266 N SAILBOAT AVE,CRYSTAL RIVER,FL,34428-6205,34428, , , , , , , ,FRIENDS OF THE CRYSTAL RIVER STATE PARKS INC,201406,3,55568,39292,3266 N SAILBOAT AVE,CRYSTAL RIVE,FL,34428-6205,200304, , , , ,-82.63463,28.91907,3,5,4,12,017,3266 N SAILBOAT AVE,CRYSTAL RIVE,FL,34428-6205,34428,1,1,0,0,0,0,0,0, 
8401201034,HSC,593654042, ,A80, ,514120,PLANT CITY PHOTO ARCHIVES,PLANT CITY PHOTO ARCHIVES INC, , ,119 N COLLINS ST,PLANT CITY,FL,33563-3311,33563, , , , , ,8137541578,HTTP://WWW.PLANTCITYPHOTOARCHIVES.ORG,PLANT CITY PHOTO ARCHIVES INC,201312,4,174681,174613,119 N COLLINS ST,PLANT CITY,FL,33563-3311,200012, , , , ,-82.12329,28.01527,3,5,2,12,057,119 N COLLINS ST,PLANT CITY,FL,33563-3311,33563,1,1,1,0,1,0,0,0, 
8401201039,HSC,593672494, ,A80, , ,A L LEWIS HISTORICAL SOCIETY,A L LEWIS HISTORICAL SOCIETY, , ,POST OFFICE BOX 15563,FERNANDINA BEACH,FL,32035-3110,32035, , , , , , , ,A L LEWIS HISTORICAL SOCIETY,201312,0,0,0,1600 JULIA ST,FERNANDINA,FL,32034-4912,200107, , , , ,-81.44966,30.57433,3,5,3,12,089,1600 JULIA ST,FERNANDINA,FL,32034-4912,32034,1,1,0,0,0,0,0,0, 
8401201040,HSC,593674076, ,A80, ,712120,HISTORIC ST AUGUSTINE RESEARCH INSTITUTE,HISTORIC ST AUGUSTINE RESEARCH INSTITUTE INC, , ,PO BOX 1027,ST AUGUSTINE,FL,32085-1027,32085,74 KING STREET,ST AUGUSTINE,FL,32085-1027,32085,9048296481,HTTP://WWW.FLAGLER.EDU/ABOUT-FLAGLER/HISTORIC-ST-AUGUSTINE/HSARI/,HISTORIC ST AUGUSTINE RESEARCH INSTITUTE INC,201412,3,29880, ,PO BOX 1027,ST AUGUSTINE,FL,32085-1027,200112, , , , ,-81.31485,29.89406,3,5,2,12,109,74 KING STREET,ST AUGUSTINE,FL,32085-1027,32085,1,1,0,0,0,0,0,0, 
8401201044,HSC,593681408, ,A80, ,712120,BOSTWICK PRESERVATION,BOSTWICK PRESERVATION INC, , ,280 PALMETTO BLUFF ROAD,PALATKA,FL,32007-0489,32007, , , , , , , ,BOSTWICK PRESERVATION INC,201412,0,0,0,280 PALMETTO BLUFF RD,PALATKA,FL,32177-8153,200101, , , , ,-81.61948,29.7754,3,5,4,12,107,280 PALMETTO BLUFF RD,PALATKA,FL,32177-8153,32177,1,1,0,0,0,0,0,0, 
8401201045,HSC,593682203, ,A80, , ,GRACEVILLE HISTORICAL SOCIETY,GRACEVILLE HISTORICAL SOCIETY, , ,PO BOX 322,GRACEVILLE,FL,32440,32440,PO BOX 637,GRACEVILLE,FL,32440,32440,8502633951, ,GRACEVILLE HISTORICAL SOCIETY,201412,0,0,0,PO BOX 322,GRACEVILLE,FL,32440-0322,200204, , , , ,-85.51714,30.93751,3,5,4,12,063,PO BOX 637,GRACEVILLE,FL,32440,32440,1,1,0,0,0,0,0,0, 
8401201047,HSC,593688531, ,A50, ,712110,PRESERVATION AND EDUCATION TRUST,PRESERVATION AND EDUCATION TRUST INC, , ,715 ROCKLEDGE DRIVE,ROCKLEDGE,FL,32955-2418,32955, , , , , , , ,PRESERVATION AND EDUCATION TRUST INC,201406,0,0,0,715 ROCKLEDGE DR,ROCKLEDGE,FL,32955-2418,200102, , , , ,-80.71868,28.33829,3,5,2,12,009,715 ROCKLEDGE DR,ROCKLEDGE,FL,32955-2418,32955,1,1,0,0,0,0,0,0, 
8401201048,HSC,593697300, ,A80, , ,PALM COAST HISTORICAL SOCIETY,CITY OF PALM COAST HISTORICAL SOCIETY, , ,PO BOX 352613,PALM COAST,FL,32135,32135,PO BOX 352613,PALM COAST,FL,32135,32135,3862835929,HTTP://WWW.PALMCOASTHISTORY.ORG,CITY OF PALM COAST HISTORICAL SOCIETY,201412,0,0,0,PO BOX 352613,PALM COAST,FL,32135-2613,200202, , , , ,-81.23017,29.55331,3,5,1,12,035,PO BOX 352613,PALM COAST,FL,32135,32135,1,1,0,0,0,0,0,0, 
8401201054,HSC,593743175, ,A80, , ,HISTORICAL SOCIETY OF BAY COUNTY,HISTORICAL SOCIETY OF BAY COUNTY, , ,PO BOX 1476,PANAMA CITY,FL,32402,32402, , , , , ,8508320840,HTTP://HOME.COMCAST.NET/~WEWAJOE/BAYHISTORY/BAY_HISTORY_HOME.HTML,HISTORICAL SOCIETY OF BAY COUNTY,201412,0,0,0,PO BOX 1476,PANAMA CITY,FL,32402-1476,200205, , , , ,-85.67348,30.19054,3,5,1,12,005,PO BOX 1476,PANAMA CITY,FL,32402-1476,32402,1,1,0,0,0,0,0,0, 
8401201056,HSC,593753780, ,A54, , ,NORTHEAST POLK COUNTY HISTORICAL SOCIETY,NORTHEAST POLK COUNTY HISTORICAL SOCIETY, , ,PO BOX 4113,HAINES CITY,FL,33845,33845,1001 INGRAHAM AVENUE,HAINES CITY,FL,33845,33845, , ,NORTHEAST POLK COUNTY HISTORICAL SOCIETY,201402,0,0,0,PO BOX 4113,HAINES CITY,FL,33845-4113,201105, , , , ,-81.62333,28.1095,3,5,2,12,105,1001 INGRAHAM AVENUE,HAINES CITY,FL,33845,33845,1,1,0,0,0,0,0,0, 
8401201063,HSC,593768341, ,A80, , ,GREATER UMATILLA HISTORICAL SOCIETY,GREATER UMATILLA HISTORICAL SOCIETY, , ,PO BOX 64,UMATILLA,FL,32784-0064,32784,299 N TROWELL AVENUE,UMATILLA,FL,32784-0064,32784,2526692428,HTTPS://WWW.FACEBOOK.COM/UMATILLAHISTORICALSOCIETY,GREATER UMATILLA HISTORICAL SOCIETY,201406,0,0,0,PO BOX 64,UMATILLA,FL,32784-0064,200503, , , , ,-81.69703,28.94743,3,5,4,12, ,299 N TROWELL AVENUE,UMATILLA,FL,32784-0064,32784,1,1,0,0,1,0,0,0, 
8401201064,HSC,593817874, ,A80, ,813920,MIDDLE DISTRICT OF FLORIDA HISTORICAL SOCIETY,THE@HISTORICAL SOCIETY OF UNITED STATES DISTRICT COURT FOR, ,THEHISTORICAL SOCIETY OF UNITED STATES DISTRICT COURT FOR TH,401 W CENTRAL BLVD SUITE 2100,ORLANDO,FL,32801,32801,401 WEST CENTRAL BOULEVARD SUITE 1200,ORLANDO,FL,32801,32801,4078354200,HTTP://MDFLHISTORICALCOMMITTEE.COM/,THE@HISTORICAL SOCIETY OF UNITED STATES DISTRICT COURT FOR,201312,0,0,0,401 W CENTRAL BLVD SUITE,ORLANDO,FL,32801-0210,200609, , , , ,-81.38386,28.54291,3,5,1,12,095,401 WEST CENTRAL BOULEVARD SUITE 1200,ORLANDO,FL,32801,32801,1,1,0,0,0,0,0,0, 
8401201077,HSC,596152240, ,A54, ,813920,MANATEE COUNTY HISTORICAL SOCIETY,MANATEE COUNTY HISTORICAL SOCIETY, , ,4501 MANATEE AVENUE W 234,BRADENTON,FL,34209,34209, , , , , ,9417484501, ,MANATEE COUNTY HISTORICAL SOCIETY,201412,0,0,0,4501 MANATEE AVENUE W 23,BRADENTON,FL,34209-3952,201406, , , , ,-82.50749,27.49864,3,5,1,12,081,4501 MANATEE AVENUE W 23,BRADENTON,FL,34209-3952,34209,1,1,0,0,0,0,0,0, 
8401201080,HSC,596153432, ,A80, ,712120,JEFFERSON COUNTY HISTORIC ASSOCIATION,JEFFERSON COUNTY HISTORIC ASSN INC, , ,PO BOX 496,MONTICELLO,FL,32345-0496,32345,2023 DILLS ROAD,MONTICELLO,FL,32345-0496,32345, , ,JEFFERSON COUNTY HISTORIC ASSN INC,201312,0,0,0,PO BOX 496,MONTICELLO,FL,32345-0496,201303, , , , ,-83.83007,30.59141,3,5,4,12,065,2023 DILLS ROAD,MONTICELLO,FL,32345-0496,32345,1,1,0,0,0,0,0,0, 
8401201081,HSC,596158821, ,A80, , ,HISTORICAL SOCIETY OF PALM BEACH COUNTY,HISTORICAL SOCIETY OF PALM BEACH COUNTY, , ,300 N DIXIE HWY 4TH FL N,WEST PALM BEACH,FL,33401-4605,33401,PO BOX 4364,WEST PALM BEACH,FL,33401-4605,33401,5618324164,HTTP://WWW.HISTORICALSOCIETYPBC.ORG,HISTORICAL SOCIETY OF PALM BEACH COUNTY,201404,5,762078,601648,300 N DIXIE HIGHWAY 4TH,WEST PALM BE,FL,33401-4605,194204, , , , ,-80.0577,26.71338,3,5,1,12,099,PO BOX 4364,WEST PALM BEACH,FL,33401-4605,33401,1,1,0,1,0,0,0,0, 
8401201083,HSC,596166907, ,A82,555976059, ,COLLIER COUNTY HISTORICAL SOCIETY,NAPLES HISTORICAL SOCIETY INC, , ,PO BOX 201,NAPLES,FL,34106-0201,34106, 137 12TH AVENUE SOUTH,NAPLES,FL,34106-0201,34106,2392618164, ,NAPLES HISTORICAL SOCIETY INC,201406,4,475287,429373,PO BOX 201,NAPLES,FL,34106-0201,196510, , , , ,-81.80425,26.13192,3,5,1,12,021, 137 12TH AVENUE SOUTH,NAPLES,FL,34106-0201,34106,1,1,0,0,0,0,0,0, 
8401201084,HSC,596169574, ,A82, , ,HISTORICAL SOCIETY OF SARASOTA COUNTY,HISTORICAL SOCIETY OF SARASOTA COUNTY, , ,PO BOX 1632,SARASOTA,FL,34230-1632,34230,1260 12TH STREET,SARASOTA,FL,34230-1632,34230,9413649076,HTTPS://HSOSC.WORDPRESS.COM/,HISTORICAL SOCIETY OF SARASOTA COUNTY,201404,3,57820,47690,PO BOX 1632,SARASOTA,FL,34230-1632,197703, , , , ,-82.54557,27.34871,3,5,1,12,115,1260 12TH STREET,SARASOTA,FL,34230-1632,34230,1,1,0,0,0,0,0,0, 
8401201092,HSC,596198589, ,A82, , ,JACKSONVILLE HISTORICAL SOCIETY,JACKSONVILLE HISTORICAL SOCIETY INC, , ,317 A P RNDLPH BLVD,JACKSONVILLE,FL,32202-2217,32202, , , , , ,9043740296, ,JACKSONVILLE HISTORICAL SOCIETY INC,201409,4,235180,222530,317 A PHILIP RANDOLPH BL,JACKSONVILLE,FL,32202-2217,196712, , , , ,-81.64373,30.32569,3,5,1,12,031,317 A PHILIP RANDOLPH BL,JACKSONVILLE,FL,32202-2217,32202,1,1,0,1,0,0,0,0, 
8401201094,HSC,596555835, ,A82, , ,RIVERSIDE-AVONDALE PRESERVATION,RIVERSIDE-AVONDALE PRESERVATION INC, , ,1130 ACOSTA ST,JACKSONVILLE,FL,32204-4264,32204,2623 HERSCHEL STREET,JACKSONVILLE,FL,32204-4264,32204,9043892449,HTTP://WWW.RIVERSIDEAVONDALE.ORG/,RIVERSIDE-AVONDALE PRESERVATION INC,201312,4,483817,482304,1130 ACOSTA ST,JACKSONVILLE,FL,32204-4264,197602, , , , ,-81.69215,30.31065,3,5,1,12,031,2623 HERSCHEL STREET,JACKSONVILLE,FL,32204-4264,32204,1,1,0,0,0,0,0,0, 
8401201097,HSC,600004737, ,A80, , ,ALBERT WHITTED AIRPORT PRESERVATION SOCIETY,ALBERT WHITTED AIRPORT PRESERVATION SOCIETY INC, , ,451 8TH AVE SE,ST PETERSBURG,FL,33701-5025,33701, , , , , ,7278221532,HTTP://WWW.AWAPS.ORG,ALBERT WHITTED AIRPORT PRESERVATION SOCIETY INC,201312,3,27018,19772,451 8TH AVE SE,ST PETERSBUR,FL,33701-5025,200406, , , , ,-82.6313,27.76249,3,5,1,12,103,451 8TH AVE SE,ST PETERSBUR,FL,33701-5025,33701,1,1,0,0,0,0,0,0, 
8401201102,HSC,611681290, ,A80, ,712110,DAYTONA MARITIME MUSEUM,DAYTONA MARITIME MUSEUM INC, , ,4 COCONUT ROW,PORT ORANGE,FL,32127-8316,32127, , , , , , , ,DAYTONA MARITIME MUSEUM INC,201312,0,0,0,4 COCONUT ROW,PORT ORANGE,FL,32127-8316,201206, , , , ,-80.97397,29.15181,3,5,2,12,127,4 COCONUT ROW,PORT ORANGE,FL,32127-8316,32127,1,1,0,0,0,0,0,0, 
8401201104,HSC,631070205, ,A50, , ,FLORALA HISTORICAL SOCIETY,FLORALA HISTORICAL SOCIETY INC, , ,715 DOUBLE BRIDGE ROAD,LAUREL HILL,FL,32567,32567, , , , , , ,HTTP://WWW.FLORALAHISTORY.COM/,FLORALA HISTORICAL SOCIETY INC,201412,0,0,0,715 DOUBLE BRIDGE RD,LAUREL HILL,FL,32567-2851,199302, , , , ,-86.34917,30.98555,3,5,4,12,131,715 DOUBLE BRIDGE RD,LAUREL HILL,FL,32567-2851,32567,1,1,0,0,0,0,0,0, 
8401201105,HSC,631251548, ,A80, ,712120,ST NICKOLAS BY THE SEA,ST NICKOLAS BY THE SEA INC, , ,PO BOX 9115,DESTIN,FL,32550-1021,32550, , , , , , , ,ST NICKOLAS BY THE SEA INC,201412,0,0,0,PO BOX 9115,DESTIN,FL,32550-1021,200009, , , , ,-86.33339,30.38376,3,5,2,12,131,PO BOX 9115,DESTIN,FL,32550-1021,32550,1,1,0,0,0,0,0,0, 
8401201110,HSC,650055005, ,A80, ,712120,TREASURE COAST GENEALOGICAL SOCIETY,TREASURE COAST GENEALOGICAL SOCIETY INC, , ,PO BOX 12582,FT PIERCE,FL,34979-2582,34979,PO BOX 12582,FORT PIERCE,FL,34979-2582,34979,7729711821,HTTP://TCGSFL.ORG/,TREASURE COAST GENEALOGICAL SOCIETY INC,201412,0,0,0,PO BOX 12582,FORT PIERCE,FL,34979-2582,200812, , , , ,-80.37372,27.37454,3,5,2,12,111,PO BOX 12582,FORT PIERCE,FL,34979-2582,34979,1,1,0,0,0,0,0,0, 
8401201113,HSC,650066321, , , , ,COUNT OF GALVEZ HISTORICAL SOCIETY,COUNT OF GALVEZ HISTORICAL SOCIETY INC, , ,5200 SW 8TH ST,CORAL GABLES,FL,33134,33134, , , , , , , , , , , , , , , , , , , , , ,-80.28003,25.76359,3,5,2,12,086,5200 SW 8TH ST,CORAL GABLES,FL,33134,33134,0,1,0,0,0,0,0,0, 
8401201117,HSC,650091930, ,A80, ,813410,BROWARD COUNTY WOMENS HISTORY COALITION,THE BROWARD COUNTY WOMENS HISTORY COALITION INC, , ,PO BOX 23663,FORT LAUDERDALE,FL,33307-3663,33307,1977 NE 15TH AVE,FORT LAUDERDALE,FL,33307-3663,33307, , ,THE BROWARD COUNTY WOMENS HISTORY COALITION INC,201412,0,0,0,PO BOX 23663,FT LAUDERDAL,FL,33307-3663,201204, , , , ,-80.12946,26.15262,3,5,1,12,011,1977 NE 15TH AVE,FORT LAUDERDALE,FL,33307-3663,33307,1,1,0,0,0,0,0,0, 
8401201122,HSC,650128320, ,A82, , ,LEMON BAY HISTORICAL SOCIETY,LEMON BAY HISTORICAL SOCIETY INC, , ,PO BOX 1245,ENGLEWOOD,FL,34295-3429,34295,416 W GREEN ST,ENGLEWOOD,FL,34295-3429,34295,9414738491,HTTP://LEMONBAYHISTORY.COM,LEMON BAY HISTORICAL SOCIETY INC,201412,0,0,0,PO BOX 1245,ENGLEWOOD,FL,34295-1245,198910, , , , ,-82.36217,26.96136,3,5,2,12,115,416 W GREEN ST,ENGLEWOOD,FL,34295-3429,34295,1,1,0,0,0,0,0,0, 
8401201124,HSC,650135871, ,A82, , ,HISTORIC FLORIDA KEYS FOUNDATION,HISTORIC FLORIDA KEYS FOUNDATION INC, , ,510 GREENE ST,KEY WEST,FL,33040,33040, , , , , ,3052926718,HTTP://HISTORICFLORIDAKEYS.ORG,HISTORIC FLORIDA KEYS FOUNDATION INC,201306,4,478600,444426,OLD CITY HALL 510 GREENE,KEY WEST FL,FL,33040-0000,199106, , , , ,-81.77325,24.5611,3,5,3,12, ,OLD CITY HALL 510 GREENE,KEY WEST FL,FL,33040-0000,33040,1,1,0,0,1,0,0,0, 
8401201126,HSC,650161955, ,A59,621443878,712120,BONNET HOUSE,BONNET HOUSE INC,BONNET HOUSE, ,900 N BIRCH RD,FORT LAUDERDA,FL,33304-3326,33304, , , , , ,9545635393,HTTP://BONNETHOUSE.ORG/,BONNET HOUSE INC,201406,6,3366626,2168527,900 N BIRCH RD,FT LAUDERDAL,FL,33304-3326,199204, , , , ,-80.10446,26.13514,3,5,1,12,011,900 N BIRCH RD,FT LAUDERDAL,FL,33304-3326,33304,1,1,1,1,1,0,0,0, 
8401201131,HSC,650197690, ,A50, , ,HISTORICAL COSTUME MUSEUM,HISTORICAL COSTUME MUSEUM, , ,4736 N BAYSHORE DR,MIAMI,FL,33132,33132, , , , , , , , , , , , , , , , , , , , , ,-80.19203,25.79479,3,5,1,12, ,4736 N BAYSHORE DR,MIAMI,FL,33132,33132,0,1,0,0,1,0,0,0, 
8401201137,HSC,650248909, ,A82, , ,ANNA MARIA ISLAND HISTORICAL SOCIETY,ANNA MARIA ISLAND HISTORICAL SOCIETY INC, , ,PO BOX 4315,ANNA MARIA,FL,34216-4315,34216,402 PINE AVE,ANNA MARIA,FL,34216-4315,34216,9417780492, ,ANNA MARIA ISLAND HISTORICAL SOCIETY INC,201412,0,0,0,PO BOX 4315,ANNA MARIA,FL,34216-4315,199107, , , , ,-82.73301,27.53318,3,5,2,12, ,402 PINE AVE,ANNA MARIA,FL,34216-4315,34216,1,1,0,0,1,0,0,0, 
8401201138,HSC,650249135, ,A82, ,712110,VIDEO ARCHIVES,VIDEO ARCHIVES INC, , ,1235 S TAMIAMI TRL,SARASOTA,FL,34239-2219,34239, , , , , ,9413657052, ,VIDEO ARCHIVES INC,201412,3,70607,53001,1235 S TAMIAMI TRL,SARASOTA,FL,34239-2219,199107, , , , ,-82.52963,27.32244,3,5,1,12,115,1235 S TAMIAMI TRL,SARASOTA,FL,34239-2219,34239,1,1,0,0,1,0,0,0, 
8401201140,HSC,650261797, ,B99, , ,HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES,HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES INC, ,HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES INC,1132 CASTILE AVENUE,CORAL GABLES,FL,33134,33134,P O BOX 347944,CORAL GABLES,FL,33134,33134, , ,HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES INC,201312,0,0,0,1132 CASTILE AVE,CORAL GABLES,FL,33134-4742,201311, , , , ,-80.27441,25.75079,3,5,2,12,086,P O BOX 347944,CORAL GABLES,FL,33134,33134,1,1,0,0,0,0,0,0, 
8401201148,HSC,650334416, ,A80, , ,VENICE HISTORIC PRESERVATION LEAGUE,VENICE HISTORIC PRESERVATION LEAGUE INC, , ,PO BOX 995,VENICE,FL,34284,34284,303 E VENICE AVENUE,VENICE,FL,34284,34284,9414120151, ,VENICE HISTORIC PRESERVATION LEAGUE INC,201402,0,0,0,PO BOX 995,VENICE,FL,34284-0995,199311, , , , ,-82.44013,27.09992,3,5,1,12,115,303 E VENICE AVENUE,VENICE,FL,34284,34284,1,1,0,0,0,0,0,0, 
8401201151,HSC,650353567, ,A82, , ,NAVAL AIR STATION FORT LAUDERDALE HISTORICAL ASSOCIATION,NAVAL AIR STATION FORT LAUDERDALE HISTORICAL ASSOCIATION IN, ,NAVAL AIR STATION FORT LAUDERDALE HISTORICAL ASSOCIATION INC,4000 W PERIMETER RD,FORT LAUDERDALE,FL,33315-3514,33315, , , , , , , ,NAVAL AIR STATION FORT LAUDERDALE HISTORICAL ASSOCIATION IN,201407,0,0,0,4000 W PERIMETER RD,FT LAUDERDAL,FL,33315-3514,199403, , , , ,-80.15936,26.07156,3,5,2,12,011,4000 W PERIMETER RD,FT LAUDERDAL,FL,33315-3514,33315,1,1,0,0,1,0,0,0, 
8401201153,HSC,650368014, ,A82, , ,OKEECHOBEE HISTORICAL SOCIETY,OKEECHOBEE HISTORICAL SOCIETY INC, , ,PO BOX 973,OKEECHOBEE,FL,34973-0973,34973,1850 HWY 98 N,OKEECHOBEE,FL,34973-0973,34973,8637634344, ,OKEECHOBEE HISTORICAL SOCIETY INC,201312,1,3832,1777,PO BOX 973,OKEECHOBEE,FL,34973-0973,199307, , , , ,-80.831,27.24471,3,5,3,12, ,1850 HWY 98 N,OKEECHOBEE,FL,34973-0973,34973,1,1,0,0,0,0,0,0, 
8401201156,HSC,650391654, ,A82, , ,MYAKKA CITY HISTORICAL SOCIETY,MYAKKA CITY HISTORICAL SOCIETY INC, , ,PO BOX,MYAKKA CITY,FL,34251,34251, , , , , , , ,MYAKKA CITY HISTORICAL SOCIETY INC,201312,0,0,0,10060 WAUCHULA RD,MYAKKA CITY,FL,34251-8915,199407, , , , ,-82.14948,27.36594,3,5,4,12,081,10060 WAUCHULA RD,MYAKKA CITY,FL,34251-8915,34251,1,1,0,0,0,0,0,0, 
8401201157,HSC,650391695, ,A80, , ,LEE TRUST FOR HISTORIC PRESERVATION,LEE TRUST FOR HISTORIC PRESERVATION INC, , ,PO BOX 1035,FORT MYERS,FL,33902-1035,33902,1609 HENDRY ST,FORT MYERS,FL,33902-1035,33902,2399397278,HTTP://LEETRUST.ORG/,LEE TRUST FOR HISTORIC PRESERVATION INC,201412,0,0,0,PO BOX 1035,FORT MYERS,FL,33902-1035,199806, , , , ,-81.86855,26.64246,3,5,1,12,071,1609 HENDRY ST,FORT MYERS,FL,33902-1035,33902,1,1,0,0,0,0,0,0, 
8401201166,HSC,650509048, ,A20, ,710000,FAMILY HERITAGE HOUSE,FAMILY HERITAGE HOUSE INC, , ,1310 61ST ST NW,BRADENTON,FL,34209-1419,34209, , , , , ,9417525319, ,FAMILY HERITAGE HOUSE INC,201412,0,0,0,PO BOX 1849,BRADENTON,FL,34206-7046,201401, , , , ,-82.52913,27.52012,3,5,2,12,081,PO BOX 1849,BRADENTON,FL,34206-7046,34206,1,1,0,0,1,0,0,0, 
8401201168,HSC,650520851, ,A80, ,712120,PASCO COUNTY GENEALOGICAL SOCIETY,PASCO COUNTY GENEALOGICAL SOCIETY INC, , ,PO BOX 2072,DADE CITY,FL,33526-2072,33526, , , , , ,8137884826, ,PASCO COUNTY GENEALOGICAL SOCIETY INC,201412,0,0,0,PO BOX 2072,DADE CITY,FL,33526-2072,200609, , , , ,-82.19032,28.40695,3,5,2,12,101,PO BOX 2072,DADE CITY,FL,33526-2072,33526,1,1,0,0,0,0,0,0, 
8401201170,HSC,650530575, ,A80, ,813219,MATECUMBE HISTORICAL TRUST,MATECUMBE HISTORICAL TRUST CORP, , ,PO BOX 1175,ISLAMORADA,FL,33036-1175,33036, , , , , ,3056649504,HTTP://WWW.MATECUMBEHISTORICALTRUST.COM/,MATECUMBE HISTORICAL TRUST CORP,201412,0,0,0,PO BOX 1175,ISLAMORADA,FL,33036-1175,199605, , , , ,-80.62274,24.92889,3,5,3,12,087,PO BOX 1175,ISLAMORADA,FL,33036-1175,33036,1,1,0,0,0,0,0,0, 
8401201175,HSC,650563402, ,A40, ,712120,PUNTA GORDA HISTORIC MURAL SOCIETY,PUNTA GORDA HISTORIC MURAL SOCIETY INC, , ,PO BOX 510506,PUNTA GORDA,FL,33951-3395,33951, , , , , , , ,PUNTA GORDA HISTORIC MURAL SOCIETY INC,201312,0,0,0,PO BOX 510506,PUNTA GORDA,FL,33951-0506,199511, , , , ,-82.04959,26.9365,3,5,1,12,015,PO BOX 510506,PUNTA GORDA,FL,33951-0506,33951,1,1,0,0,0,0,0,0, 
8401201177,HSC,650585091, ,A80, , ,BOCA GRANDE HISTORICAL SOCIETY,BOCA GRANDE HISTORICAL SOCIETY INC, , ,PO BOX 553,BOCA GRANDE,FL,33921-0553,33921,170 PARK AVE,BOCA GRANDE,FL,33921-0553,33921,9419641600,HTTP://BOCAGRANDEHISTORICALSOCIETY.COM,BOCA GRANDE HISTORICAL SOCIETY INC,201406,4,104251,72485,PO BOX 553,BOCA GRANDE,FL,33921-0553,199509, , , , ,-82.26074,26.75044,3,5,4,12, ,170 PARK AVE,BOCA GRANDE,FL,33921-0553,33921,1,1,0,0,1,0,0,0, 
8401201179,HSC,650595015, , , ,712110,FLORIDA POWER & LIGHT MUSEUM,FPL HISTORICAL MUSEUM INC, , ,700 UNIVERSE BLVD,JUNO BEACH,FL,33408,33408, , , , , , , ,FPL HISTORICAL MUSEUM INC,201312,0,0,0,700 UNIVERSE BLVD,JUNO BEACH,FL,33408-2657,199511, , , , ,-80.05999,26.85805,3,5,2,12,099,700 UNIVERSE BLVD,JUNO BEACH,FL,33408-2657,33408,1,1,0,0,0,0,0,0, 
8401201180,HSC,650596154, ,A82, , ,BROWARD TRUST FOR HISTORIC PRESERVATION,BROWARD TRUST FOR HISTORIC PRESERVATION INC, , ,PO BOX 1060,FT LAUDERDALE,FL,33302-1060,33302,3850 GALT OCEAN DRIVE #711,FT LAUDERDALE,FL,33302-1060,33302,9545661690, ,BROWARD TRUST FOR HISTORIC PRESERVATION INC,201312,0,0,0,PO BOX 1060,FT LAUDERDAL,FL,33302-1060,199512, , , , ,-80.09838,26.17549,3,5,1,12,011,3850 GALT OCEAN DRIVE #711,FT LAUDERDALE,FL,33302-1060,33302,1,1,0,0,0,0,0,0, 
8401201186,HSC,650646292, ,A80, ,712120,AUDUBON HOUSE,THE FRIENDS OF THE AUDUBON HOUSE INC, , ,9400 S DADELAND BLVD SUITE 100,MIAMI,FL,33156-2811,33156, , , , , ,3052942116, ,THE FRIENDS OF THE AUDUBON HOUSE INC,201412,0,0,0,9400 S DADELAND BLVD STE,MIAMI,FL,33156-2811,199605, , , , ,-80.31686,25.68262,3,5,1,12,086,9400 S DADELAND BLVD STE,MIAMI,FL,33156-2811,33156,1,1,0,0,0,0,0,0, 
